N°;type-id;thematic-id;Titre;author-id;editor-id;Mentions d'édition;Date de publication;Pagination;Tomaison;collection-id;language-id;ISSN - ISBN;Support;Adresse Document Source;Lien URL;localisation-id;Cote;Résumé;Statut;
814;16;13;"Colloque ""Inégalités territoriales et mal-logement""";178;165;Non;30/04/19;10 p.;Non;111;5;Non;Physique & en ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\_BD_DOC\BD_Docs&Ressources\Habitat_Logement\HAB00052_Colloque_FAP_FORS_avril2019_Note_DidierVanoni_PaysBasque_V2.pdf;Non;3;HAB 00052 (2);L’agence de Nouvelle Aquitaine de la FAP a choisi de produire un éclairage sur la situation de la Communauté d’Agglomération du Pays Basque (CAPB)à la fois pour la spécificité des problématiques de logement qui se posent sur ce territoire mais aussi pour le volontarisme qui est affiché par les élus et par la société civile à leurs côtés - pour développer une politique de l’habitat ambitieuse.;Disponible;
813;21;3;Traits d'agence : accompagner le renouveau des villes petites et moyennes;174;167;Non;01/05/20;27 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/wp-content/uploads/2020/05/ta-36-v4.pdf;3;AMU 00238 (2);Ce numéro de Traits d’agences « Accompagner le renouveau des villes petites et moyennes » est introduit Caroline Cayeux - présidente de Villes de France - Maire et Présidente de la communauté d’agglomération de Beauvais. Il  relate des expériences déjà engagées par des agences aux côtés des collectivités sur la reconquête des centres des villes de taille intermédiaire - notamment à travers le programme « Action Coeur de Ville » ou encore sur les démarches déployées dans des petites villes - qui forment le maillage des fonctions vitales de notre territoire.;Disponible;
812;21;17;Santé et territoires;174;167;Non;30/04/20;171 p.;Non;111;5;978-2-07-286452-0;Physique & en ligne;Non;http://www.fnau.org/wp-content/uploads/2020/05/bat-sante-et-territoires_extrait.pdf;1;SAN 00003;La santé est un état complet de bien-être physique - mental et social qui ne consiste pas seulement en l’absence de maladie ou d’infirmité. L’état de santé résulte d’interactions complexes entre facteurs individuels – âge - sexe - hérédité - style de vie - niveau de revenu – et cadre de vie. Les stratégies urbaines ont par conséquent leur mot à dire sur la santé : en rapprochant les citoyens des équipements de soins - en leur évitant l’exposition aux pollutions et aux risques - en luttant contre les îlots de chaleur urbains - en favorisant la pratique de la marche et l’activité physique - en fabriquant un habitat de qualité… Ce livre - à travers un panel de témoignages d’acteurs de l’urbanisme - offre ainsi une vision élargie des politiques de santé et d’aménagement - pensées de manière conjointe au bénéfice de villes favorables à la santé et à la qualité de la vie.;Disponible;
811;21;1;Apprendre des territoires ;360;43;Non;30/06/20;70 p.;Non;111;5;1240-0874;Physique;Non;Non;3;AMT 00103 (2);"Ce hors-série présente des résultats issus de l’Atelier des territoires et du programme du Plan urbanisme construction architecture (PUCA) dénommé « POPSU Territoires » - portés par la Direction générale de l’aménagement du logement et de la nature. Ces deux démarches ont en commun d’apporter des outils et une ingénierie adaptés à la diversité des enjeux auxquels les territoires et les petites villes sont confrontés. Proposées aux collectivités locales et opérées en lien étroit avec les services déconcentrés de l’État - elles mobilisent in situ des concepteurs pluridisciplinaires (architectes - urbanistes - paysagistes ... ) - dans le cadre de l’Atelier des territoires - et des chercheurs en sciences sociales - dans le cadre de POPSU Territoires. Avec ces deux dispositifs - l’Etat apporte un appui réflexif sur-mesure aux acteurs - élus - services techniques - agents - partenaires - dans l’élaboration de leur projet de territoire. Comme l’exprime Jacqueline Gourault - Ministre de la Cohésion des territoires et des Relations avec les collectivités territoriales - dans son avant propos - ils témoignent d’un « État en mode projet qui répond par une approche cousue main aux besoins exprimés par les territoires - en les aidant à concrétiset leurs projets"".";Disponible;
810;21;3;CaMBo # 16 - Mythologies de la ville;2;110;Non;01/11/19;79 p.;Non;111;5;978-2-36062-241-2;Physique;Non;Non;1;AMU 00236;"Les nouveaux arrivants a_ Bordeaux ont parfois l'impression de traverser un ""village"" aux maisons singulie_rement basses : peu d'e_tages dans cette ville - comme nague_re. C'est un des exemples de ""mythologie"" qu'explore ce nume_ro en e_mettant quelques hypothe_ses...";Disponible;
809;14;18;L’implosion démocratique;230;199;Non;04/04/19;224 p.;Non;110;5;978-2-8159-3302-5;Physique;Non;Non;1;HUM 00038;Trump - Brexit - Salvini - Bolsonaro - Catalogne - Gilets jaunes… Si chaque implosion politique est singulière - et nationale - se dessine pourtant - selon Jean Viard - le schéma commun d’un affrontement entre les métropoles - portées par la révolution numérique et écologique - et les anciens mondes du travail - installés de plus en plus souvent loin des grandes cités. Dix ans après le début de la crise de 2008 - ce peuple-là se révolte. Ce - bien sûr - parce qu’on l’a oublié - ringardisé - dévalorisé - mais aussi parce qu’il n’a plus ni espoir ni futur. Cet essai développe une analyse fine de la situation actuelle et des bouleversements qui y ont mené. Surtout - il propose un nouveau modèle politique pour redonner du pouvoir aux milieux populaires et inventer une démocratie en continu. Et si le mouvement des Gilets jaunes permettait à la France de se trouver à l’avant-garde d’une refondation démocratique_? Sinon - sans révolution de notre projet commun - le risque est grand que cette révolte ne mène à des régimes de plus en plus autoritaires.;Non disponible;
808;11;18;Le moment est venu de penser à l'avenir;230;132;Non;31/03/17;245 p.;Non;111;5;978-2-8159-2115-2;Physique;Non;Non;1;HUM 00037;La société collaborative et numérique nous entraîne dans une mutation économique et culturelle aussi puissante que celle de la révolution industrielle. Ce livre est le récit des réussites de nos sociétés - mais aussi celui de leurs bouleversements?: alors qu'une «?classe créative?» rassemble innovation - mobilité et liberté individuelle au cœur des métropoles productrices de richesse - les classes hier «?dominantes?» se retrouvent exclues - perdues - basculant leur vote vers l'extrême droite. Jean Viard propose une analyse sans concession des limites du politique dans la société contemporaine et exhorte les acteurs culturels à se réapproprier le rôle de guide en matière de vision sociétale à long terme - formulant au passage des propositions innovantes pour repenser le vivre-ensemble dans un monde qui a besoin de recommencer à se raconter.;Non disponible;
807;21;3;Quelles villes pour demain ?;369;35;Non;13/03/20;82 p.;Non;111;5;0996-6994;Physique;Non;Non;1;AMU 00235;Disons-le d’emblée - pour nombre d’entre nous - l’expression « ville durable » - tout comme celle de « développement durable » - semble à la fois un slogan banal et un mot-valise dénué de tout sens critique. Le mot « durable » se révèle une piètre traduction du terme anglais sustainable qui signifie « que l’on peut soutenir ». La question n’est donc pas de savoir comment faire durer les villes (certaines villes n’ont-elles d’ailleurs pas suffisamment duré ?) - mais bien de savoir comment soutenir une écologie des territoires urbains pour que les conditions de vie en ville ne deviennent pas insoutenables. Mais au-delà des termes - de quoi parlons-nous et que savons-nous ?;Disponible;
806;21;3;Manifeste pour un urbanisme circulaire - Pour des alternatives concrètes à l'étalement de la ville;382;212;;28/01/20;212 p.;Non;111;5;9782381300016;Physique;Non;Non;1;AMU 00234;À force de grandir - la ville se disloque. Ce modèle de développement urbain inefficace - fondé sur la consommation de toujours plus de sol a un nom : l'étalement urbain. Structuré autour de la mobilité automobile - ce modèle montre aujourd'hui ses limites : consommation de terres agricoles - pollutions - coûts prohibitifs... mais surtout forme d'une ville qui a oublié les vertus de la proximité et qui accentue les fragmentations sociales. Les politiques publiques ont jusqu'à présent échoué à réduire significativement l'étalement. Il est temps de développer un modèle alternatif par la mise en oeuvre d'un urbanisme circulaire. Inspiré des principes de l'économie circulaire appliqués aux sols urbains - ce concept pragmatique vise à concentrer les efforts de la fabrique de la ville sur l'intensification des usages - la transformation de l'existant et le recyclage des espaces déjà urbanisés. L'enjeu est aujourd'hui de passer de projets pionniers à un véritable changement de modèle pour bâtir une ville frugale - résiliente et accueillante. Ce manifeste a été écrit pour donner aux citoyens - professionnels et élus qui font la ville l'envie d'engager concrètement la transition vers un urbanisme circulaire. ;Non disponible;
805;21;10;Avis de la FNAU # 9|Zéro artificialisation nette - une équation complexe pour les politiques publiques;174;167;Non;15/06/20;8 p.;Non;111;5;Non;En ligne;http://www.fnau.org/wp-content/uploads/2020/06/avis-fnau-n9-zan_v5.pdf;http://www.fnau.org/wp-content/uploads/2020/06/avis-fnau-n9-zan_v5.pdf;2;ENV 00103;Issu de la « Feuille de route pour une Europe efficace dans l’utilisation des ressources » de la Commission européenne - l’objectif de zéro artificialisation nette (ZAN) a été mis à l’agenda politique gouvernemental en France dans le cadre du plan biodiversité et a été inscrit dans des programmes politiques pour les élections municipales et régionales. Il représente une équation complexe pour les politiques publiques. Les agences d’urbanisme se sont fortement engagées en travaillant sur les enjeux et leviers du ZAN. Une démarche a été initiée au sein de la Fnau pour apporter une contribution commune aux débats nationaux. Elle est également nourrie des échanges avec les services de l’État et les associations de collectivités du pôle Joubert (AdCF - France Urbaine etc.). Cet « Avis de la Fnau » fait ainsi état de 20 propositions concrètes pour tendre vers l’objectif du zéro artificialisation nette. ;Disponible;
